Name,md5,SHA1,SHA256,Entropy,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionsMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize
putty.exe,5efef6cc9cd24baeeed71c1107fc32df,3cfc9764083154f682a38831c8229e3e29cbe3ef,e61b8f44ab92cf0f9cb1101347967d31e1839979142a4114a7dd02aa237ba021,6.929148215184974,34404,240,34,14,0,950784,689152,0,765700,4096,0,5368709120,4096,512,6,0,0,0,6,0,1683456,1024,1712241,2,33120,1048576,4096,1048576,4096,0,16,10,4.212237193773495,0.0,7.827311438417424,163993.6,512,950784,165469.1,17,950358,8,340,0,0,24,3.403784773173981,2.3896427232988815,7.8929900663226125,15423.5,90,358327,320,0
